PRECINCT_NAME	CANDIDATE_FULL_NAME	contest_party_id	candidate_party_id	CONTEST_TYPE	contest_id	CONTEST_ORDER	CANDIDATE_ORDER	CONTEST_FULL_NAME	TOTAL	PRECINCT_ID	precinct_order	contest_vote_for	PROCESSED_DONE	PROCESSED_STARTED	CONTEST_TOTAL	IS_WRITEIN	undervote	overvote
5973 3 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	1410	3	3	1	1	1	2779	0	6	2
5973 3 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	1369	3	3	1	1	1	2779	0	6	2
5974 4 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	119	4	4	0	0	0	9211	0	0	0
5974 4 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1725	4	4	0	0	0	9211	0	0	0
5974 4 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	4	4	0	0	0	9211	0	0	0
5974 4 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	4	4	0	0	0	9211	0	0	0
5974 4 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	934	4	4	1	1	1	1838	0	3	3
5974 4 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	904	4	4	1	1	1	1838	0	3	3
5975 5 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	106	5	5	0	0	0	11082	0	0	0
5975 5 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1688	5	5	0	0	0	11082	0	0	0
5975 5 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	5	5	0	0	0	11082	0	0	0
5975 5 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	5	5	0	0	0	11082	0	0	0
5975 5 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	815	5	5	1	1	1	1788	0	6	0
5975 5 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	973	5	5	1	1	1	1788	0	6	0
5976 6 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	60	6	6	0	0	0	7121	0	0	0
5976 6 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1327	6	6	0	0	0	7121	0	0	0
5976 6 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	6	6	0	0	0	7121	0	0	0
5976 6 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	6	6	0	0	0	7121	0	0	0
5976 6 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	671	6	6	1	1	1	1385	0	2	0
5976 6 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	714	6	6	1	1	1	1385	0	2	0
5977 7 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	86	7	7	0	0	0	10622	0	0	0
5977 7 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1737	7	7	0	0	0	10622	0	0	0
5977 7 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	7	7	0	0	0	10622	0	0	0
5977 7 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	7	7	0	0	0	10622	0	0	0
5977 7 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	952	7	7	1	1	1	1817	0	4	2
5977 7 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	865	7	7	1	1	1	1817	0	4	2
5978 8 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	213	8	8	0	0	0	15079	0	0	0
5978 8 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	3583	8	8	0	0	0	15079	0	0	0
5978 8 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	8	8	0	0	0	15079	0	0	0
5978 8 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	8	8	0	0	0	15079	0	0	0
5978 8 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	1988	8	8	1	1	1	3792	0	2	2
5978 8 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	1804	8	8	1	1	1	3792	0	2	2
5979 9 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	250	9	9	0	0	0	13171	0	0	0
5979 9 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	3047	9	9	0	0	0	13171	0	0	0
5979 9 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	9	9	0	0	0	13171	0	0	0
5979 9 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	9	9	0	0	0	13171	0	0	0
5979 9 - GL2 DMF12 DV97 PE11	 - MALNAR, RAY		0	0	36	37	1	RECALL SHERWOOD	722	9	9	1	1	1	1390	0	62	1
5979 9 - GL2 DMF12 DV97 PE11	 - SHERWOOD, GARY D.		0	0	36	37	2	RECALL SHERWOOD	657	9	9	1	1	1	1390	0	62	1
5979 9 - GL2 DMF12 DV97 PE11	Write-In Candidate		0	0	36	37	3	RECALL SHERWOOD	11	9	9	1	1	1	1390	1	62	1
5979 9 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	1691	9	9	1	1	1	3263	0	33	1
5979 9 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	1572	9	9	1	1	1	3263	0	33	1
5980 10 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	153	10	10	0	0	0	14263	0	0	0
5980 10 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	3308	10	10	0	0	0	14263	0	0	0
5980 10 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	10	10	0	0	0	14263	0	0	0
5980 10 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	10	10	0	0	0	14263	0	0	0
5980 10 - GL2 DMF12 DV97 PE11	 - FOR THE BONDS		0	4	43	44	1	DAISY MOUNTAIN FIRE DISTRICT	1060	10	10	1	1	1	1774	0	33	3
5980 10 - GL2 DMF12 DV97 PE11	 - AGAINST THE BONDS		0	4	43	44	2	DAISY MOUNTAIN FIRE DISTRICT	714	10	10	1	1	1	1774	0	33	3
5980 10 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	1448	10	10	1	1	1	3411	0	50	0
5980 10 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	1963	10	10	1	1	1	3411	0	50	0
5981 11 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	264	11	11	0	0	0	12730	0	0	0
5981 11 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	3154	11	11	0	0	0	12730	0	0	0
5981 11 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	11	11	0	0	0	12730	0	0	0
5981 11 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	11	11	0	0	0	12730	0	0	0
5981 11 - GL2 DMF12 DV97 PE11	 - FOR THE BONDS		0	4	43	44	1	DAISY MOUNTAIN FIRE DISTRICT	2349	11	11	1	1	1	3336	0	81	1
5981 11 - GL2 DMF12 DV97 PE11	 - AGAINST THE BONDS		0	4	43	44	2	DAISY MOUNTAIN FIRE DISTRICT	987	11	11	1	1	1	3336	0	81	1
5981 11 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	1807	11	11	1	1	1	3322	0	94	2
5981 11 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	1515	11	11	1	1	1	3322	0	94	2
5982 12 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	114	12	12	0	0	0	5890	0	0	0
5982 12 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1455	12	12	0	0	0	5890	0	0	0
5982 12 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	12	12	0	0	0	5890	0	0	0
5982 12 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	12	12	0	0	0	5890	0	0	0
5982 12 - GL2 DMF12 DV97 PE11	 - FOR THE BONDS		0	4	43	44	1	DAISY MOUNTAIN FIRE DISTRICT	658	12	12	1	1	1	1086	0	19	6
5982 12 - GL2 DMF12 DV97 PE11	 - AGAINST THE BONDS		0	4	43	44	2	DAISY MOUNTAIN FIRE DISTRICT	428	12	12	1	1	1	1086	0	19	6
5982 12 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	51	52	1	DEER VALLEY USD #97 QUESTION	642	12	12	1	1	1	1525	0	41	3
5982 12 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	51	52	2	DEER VALLEY USD #97 QUESTION	883	12	12	1	1	1	1525	0	41	3
5983 13 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	150	13	13	0	0	0	10822	0	0	0
5983 13 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	2217	13	13	0	0	0	10822	0	0	0
5983 13 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	13	13	0	0	0	10822	0	0	0
5983 13 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	13	13	0	0	0	10822	0	0	0
5983 13 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1198	13	13	1	1	1	2362	0	5	0
5983 13 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1164	13	13	1	1	1	2362	0	5	0
5984 14 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	215	14	14	0	0	0	11498	0	0	0
5984 14 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1964	14	14	0	0	0	11498	0	0	0
5984 14 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	14	14	0	0	0	11498	0	0	0
5984 14 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	14	14	0	0	0	11498	0	0	0
5984 14 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1272	14	14	1	1	1	2176	0	1	2
5984 14 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	904	14	14	1	1	1	2176	0	1	2
5985 15 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	207	15	15	0	0	0	10578	0	0	0
5985 15 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	2137	15	15	0	0	0	10578	0	0	0
5985 15 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	15	15	0	0	0	10578	0	0	0
5985 15 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	15	15	0	0	0	10578	0	0	0
5985 15 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1314	15	15	1	1	1	2340	0	2	2
5985 15 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1026	15	15	1	1	1	2340	0	2	2
5986 16 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	375	16	16	0	0	0	16846	0	0	0
5986 16 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	3809	16	16	0	0	0	16846	0	0	0
5986 16 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	16	16	0	0	0	16846	0	0	0
5986 16 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	16	16	0	0	0	16846	0	0	0
5986 16 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	2518	16	16	1	1	1	4169	0	9	6
5986 16 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1651	16	16	1	1	1	4169	0	9	6
5987 17 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	316	17	17	0	0	0	11133	0	0	0
5987 17 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	2910	17	17	0	0	0	11133	0	0	0
5987 17 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	17	17	0	0	0	11133	0	0	0
5987 17 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	17	17	0	0	0	11133	0	0	0
5987 17 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	2001	17	17	1	1	1	3222	0	3	1
5987 17 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1221	17	17	1	1	1	3222	0	3	1
5988 18 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	369	18	18	0	0	0	14436	0	0	0
5988 18 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	5020	18	18	0	0	0	14436	0	0	0
5988 18 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	18	18	0	0	0	14436	0	0	0
5988 18 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	18	18	0	0	0	14436	0	0	0
5988 18 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	2668	18	18	1	1	1	5382	0	4	3
5988 18 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	2714	18	18	1	1	1	5382	0	4	3
5989 19 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	158	19	19	0	0	0	7712	0	0	0
5989 19 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1859	19	19	0	0	0	7712	0	0	0
5989 19 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	19	19	0	0	0	7712	0	0	0
5989 19 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	19	19	0	0	0	7712	0	0	0
5989 19 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1180	19	19	1	1	1	2015	0	2	0
5989 19 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	835	19	19	1	1	1	2015	0	2	0
5990 20 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	374	20	20	0	0	0	16385	0	0	0
5990 20 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	5587	20	20	0	0	0	16385	0	0	0
5990 20 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	20	20	0	0	0	16385	0	0	0
5990 20 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	20	20	0	0	0	16385	0	0	0
5990 20 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	2525	20	20	1	1	1	5952	0	6	3
5990 20 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	3427	20	20	1	1	1	5952	0	6	3
5991 21 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	282	21	21	0	0	0	10293	0	0	0
5991 21 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	2249	21	21	0	0	0	10293	0	0	0
5991 21 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	21	21	0	0	0	10293	0	0	0
5991 21 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	21	21	0	0	0	10293	0	0	0
5991 21 - GL2 DMF12 DV97 PE11	 - MALNAR, RAY		0	0	36	37	1	RECALL SHERWOOD	603	21	21	1	1	1	1119	0	48	2
5991 21 - GL2 DMF12 DV97 PE11	 - SHERWOOD, GARY D.		0	0	36	37	2	RECALL SHERWOOD	502	21	21	1	1	1	1119	0	48	2
5991 21 - GL2 DMF12 DV97 PE11	Write-In Candidate		0	0	36	37	3	RECALL SHERWOOD	14	21	21	1	1	1	1119	1	48	2
5991 21 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1308	21	21	1	1	1	2409	0	15	0
5991 21 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1101	21	21	1	1	1	2409	0	15	0
5992 22 - GL2 DMF12 DV97 PE11	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	389	22	22	0	0	0	12533	0	0	0
5992 22 - GL2 DMF12 DV97 PE11	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	2633	22	22	0	0	0	12533	0	0	0
5992 22 - GL2 DMF12 DV97 PE11	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	22	22	0	0	0	12533	0	0	0
5992 22 - GL2 DMF12 DV97 PE11	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	22	22	0	0	0	12533	0	0	0
5992 22 - GL2 DMF12 DV97 PE11	 - MALNAR, RAY		0	0	36	37	1	RECALL SHERWOOD	1515	22	22	1	1	1	2874	0	142	6
5992 22 - GL2 DMF12 DV97 PE11	 - SHERWOOD, GARY D.		0	0	36	37	2	RECALL SHERWOOD	1340	22	22	1	1	1	2874	0	142	6
5992 22 - GL2 DMF12 DV97 PE11	Write-In Candidate		0	0	36	37	3	RECALL SHERWOOD	19	22	22	1	1	1	2874	1	142	6
5992 22 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, YES		0	4	65	66	1	PEORIA USD #11 QUESTION	1452	22	22	1	1	1	2963	0	59	0
5992 22 - GL2 DMF12 DV97 PE11	 - BUDGET INCREASE, NO		0	4	65	66	2	PEORIA USD #11 QUESTION	1511	22	22	1	1	1	2963	0	59	0
6001 1 - SCTSDLE CVCRK PVLY	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	185	23	23	0	0	0	12051	0	0	0
6001 1 - SCTSDLE CVCRK PVLY	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1974	23	23	0	0	0	12051	0	0	0
6001 1 - SCTSDLE CVCRK PVLY	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	23	23	0	0	0	12051	0	0	0
6001 1 - SCTSDLE CVCRK PVLY	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	23	23	0	0	0	12051	0	0	0
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	37	38	1	CITY OF SCOTTSDALE QUESTION 1	1155	23	23	1	1	1	2139	0	11	9
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	37	38	2	CITY OF SCOTTSDALE QUESTION 1	984	23	23	1	1	1	2139	0	11	9
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	38	39	1	CITY OF SCOTTSDALE QUESTION 2	1077	23	23	1	1	1	2142	0	10	7
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	38	39	2	CITY OF SCOTTSDALE QUESTION 2	1065	23	23	1	1	1	2142	0	10	7
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	39	40	1	CITY OF SCOTTSDALE QUESTION 3	1081	23	23	1	1	1	2125	0	34	0
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	39	40	2	CITY OF SCOTTSDALE QUESTION 3	1044	23	23	1	1	1	2125	0	34	0
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	40	41	1	CITY OF SCOTTSDALE QUESTION 4	1202	23	23	1	1	1	2143	0	15	1
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	40	41	2	CITY OF SCOTTSDALE QUESTION 4	941	23	23	1	1	1	2143	0	15	1
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	41	42	1	CITY OF SCOTTSDALE QUESTION 5	1203	23	23	1	1	1	2143	0	15	1
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	41	42	2	CITY OF SCOTTSDALE QUESTION 5	940	23	23	1	1	1	2143	0	15	1
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	42	43	1	CITY OF SCOTTSDALE QUESTION 6	1114	23	23	1	1	1	2121	0	36	2
6001 1 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, NO		0	4	42	43	2	CITY OF SCOTTSDALE QUESTION 6	1007	23	23	1	1	1	2121	0	36	2
6002 2 - SCTSDLE CVCRK PVLY	Election Day Paper Turnout			-2	0	-100	1	Registration & Turnout	182	24	24	0	0	0	9720	0	0	0
6002 2 - SCTSDLE CVCRK PVLY	Early Voting Paper Turnout			-2	0	-100	2	Registration & Turnout	1668	24	24	0	0	0	9720	0	0	0
6002 2 - SCTSDLE CVCRK PVLY	Early Voting Edge Turnout			-2	0	-100	3	Registration & Turnout	0	24	24	0	0	0	9720	0	0	0
6002 2 - SCTSDLE CVCRK PVLY	Election Day Edge  Turnout			-2	0	-100	4	Registration & Turnout	0	24	24	0	0	0	9720	0	0	0
6002 2 - SCTSDLE CVCRK PVLY	 - BOND APPROVAL, YES		0	4	37	38	1	CITY OF SCOTTSDALE QUESTION 1	986	24	24	1	1	1	1834	0	15	1
